parallax,spect_type  ,vmag ,bv_color
4.53,G3IV        ,9.12,0.63
0.12,K0          ,9.03,1.079
6.87,F0          ,8.02,0.379
1.62,B8V         ,8.57,0.043
1.87,B9IV        ,8.67,0.138
1.34,F7Ib/II     ,6.74,0.55
-6.24,            ,10.1,0.165
1.43,F8II        ,9.4,0.965
19.72,G8/K0IV     ,8.98,0.799
9.86,F3V         ,8.51,0.416
7.25,K3IIICN...  ,7.13,1.245
4.43,M4III       ,6.24,1.495
2.73,F7V         ,8.36,0.709
2.46,B3V + B3V   ,6.64,-0.173
2.95,K0III       ,8.38,1.104
7.81,F8          ,9.28,0.454
1.41,B9V         ,8.49,0.048
3.46,K1III       ,8.39,1.28
0.92,B5Iab       ,6.88,0.423
6.9,K1III       ,6.41,1.113
22.59,G6V         ,8.4,0.714
2.02,G8/K0III+.. ,9.04,0.837
2.54,K0/K1III    ,9.22,1.093
1.71,B9.5V       ,8.5,0.006
8.38,K1III       ,7.78,1.085
-0.07,Gp          ,10.11,0.96
5.37,A4m...      ,9.19,0.24
2.02,K3III:      ,8.67,1.508
1.9,B9.5V       ,9.71,0.17
2.12,K0III       ,8.86,1.137
1.26,K3/K4III    ,8.41,1.514
2.1,A2          ,8.15,0.125
3.95,A1V         ,8.15,0.1
7.62,K2III       ,7.22,1.243
1.41,K4III       ,8.2,1.408
6.24,B7IV        ,6.02,-0.101
12.91,G2V         ,8.99,0.592
1.59,B2V         ,9.05,0.038
3.16,K0III       ,7.49,1.096
10.55,K0V         ,9.06,0.833
1.1,B7III       ,7.95,0.004
7.04,G8III       ,6.64,0.948
2.44,M7III       ,8.74,1.256
19.3,            ,10.48,1.14
9.06,F3IV/V      ,8.09,0.398
0.31,K2/K3III    ,8.63,1.535
3.41,K2III       ,8.95,1.231
3.16,A1IV/V      ,8.01,0.095
1.93,K0III       ,9.51,1.068
3.27,F2/F3IV     ,9,0.356
-0.07,K2II/III    ,9.07,1.249
3.63,K0III       ,7.82,1.054
2.97,K3/K4       ,7.69,1.64
4.82,G3III       ,8,0.85
10.91,F7/F8V      ,8.34,0.533
4.07,F0III       ,8.11,0.4
4.33,F2          ,9.23,0.34
0.33,G6/G8III/IV ,9.08,1.355
1.11,B0.5Iab     ,8.44,0.4
3.08,M2III       ,5.88,1.676
14.25,G5V         ,8.52,0.66
1.23,B4III:      ,7.68,0.156
1.16,K5III       ,7.98,1.682
1.73,K0III       ,8.4,1.108
3.04,B9.5V       ,8.21,0.046
-1.99,B8/B9IV/V   ,9.21,0.091
12.05,A8V         ,6.7,        
8.94,F5V         ,8.41,0.464
9.25,A3V         ,7.39,0.163
5.62,F5V         ,9.28,0.6
5.89,A5V         ,7.7,0.151
3.51,K2/K3V:     ,9.78,1.56
6.92,G3          ,9.39,0.66
1.56,B0Iab       ,5.55,-0.096
16.35,            ,10.97,0.101
10.15,F6V         ,8.22,0.531
1.62,G8III       ,9.47,1.005
1.69,B9III       ,8.15,-0.063
4.91,K2IIICN...  ,8.27,1.169
-6.74,A7IV        ,9.24,0.511
2.39,F0V         ,9.47,0.351
4.02,F0V         ,8.95,0.337
1.64,B4V         ,8.41,-0.093
-0.28,F6II/III    ,7.87,0.71
10.49,F3V         ,8.32,0.468
0.99,B8IV        ,8.36,-0.045
0.05,A2/A3m...   ,9.49,0.38
3.09,G6III       ,7.54,1.059
30.95,G8V         ,7.95,0.761
2.46,G8/K0III    ,8.19,1.101
1.28,B9V         ,8.88,0.05
2.26,B8II        ,8.71,0.135
6.04,B9.5IV      ,7.63,0.384
10.75,F7V         ,7.51,0.533
6.15,K2III       ,7.47,1.258
3.73,K4III       ,6.35,1.612
4.74,F3/F5V      ,9.11,0.479
16.64,            ,10.11,0.94
5.28,K0III       ,8.83,1.126
-0.35,B1II        ,8.79,0.349
2.89,M1III       ,7.61,1.801
25.33,G2V         ,7.5,0.632
24.46,G6V         ,7.89,0.726
2.64,G8III       ,8.37,0.947
3.62,A1V         ,9.77,0.049
2.46,B9.5IV      ,8.26,-0.016
1.64,M1III       ,8.8,1.597
4.33,K0III       ,6.75,1.014
7.96,G5IV/V      ,8.73,0.743
8.33,F0III       ,6.95,0.261
5.81,F5V         ,9.52,0.5
3.8,F8IV/V      ,10.06,0.716
10.06,G0V         ,8.81,0.604
-0.54,B0.5Iab     ,7.42,0.107
16.66,F3/F5IV/V   ,7.09,0.418
2.52,K5          ,9.37,1.537
11.17,G3V         ,9.33,0.678
2.8,B9V         ,8.56,0.054
50.36,M           ,10.6,1.455
2.45,B8II        ,7.65,-0.076
6.77,F0/F2IV/V   ,7.53,0.33
0.88,G8III       ,8.7,0.989
4.28,A1IV/V      ,7.56,0.134
4.05,M3III       ,6.18,1.607
2.78,G6IV        ,8.48,0.869
6.36,K2III       ,7.08,1.269
4.17,F2IV        ,8.94,0.408
0.14,K3III       ,9.15,1.157
11.08,G2V         ,8.6,0.654
4.47,K2III       ,7.11,1.423
5.76,G8III/IV    ,7.8,0.915
2.57,G8/K0III    ,8.83,1.044
9.51,G6III       ,6.34,0.884
11.81,F7V         ,8.7,0.573
27.82,            ,10.97,1.323
1.99,B3Vn        ,9.32,0.036
4.57,B9/B9.5IV   ,7.69,-0.05
46.13,G3V         ,7.01,0.616
11.05,F8/G0V      ,8.9,0.585
7.13,A7V         ,7.83,0.282
-4.15,B8V         ,8.91,0
11.67,F5V         ,8.16,0.481
29.44,M0          ,10.78,1.33
3.82,K2III       ,8.75,1.197
2.8,K2IIICN...  ,8.65,1.129
2.35,A1IVs       ,8.55,0.193
5.83,K4III       ,7.39,1.452
9.96,F3IV/V      ,8.32,0.397
8.09,G5          ,9.1,0.656
0.9,K2/K3III    ,8.56,1.253
1.83,B8/B9V      ,9.44,0.141
13.69,G0V         ,8.65,0.597
3.75,B5V         ,6.36,-0.086
3.11,K0III       ,8.71,1.054
2.57,A8V         ,9.68,0.432
45.4,F1III       ,3.99,0.41
11.32,F2III       ,7.13,0.363
2.79,K0III       ,8.86,1.184
5.18,K0III       ,6.2,1.049
1.84,K3IIICN...  ,7.32,1.477
3.39,B3V+...     ,5.27,-0.133
0.68,B0Ia        ,6.52,0.009
17.67,K3V         ,9.79,0.938
2.95,F7V         ,8.2,0.732
13.77,G3V         ,8.94,0.65
2.58,K1III       ,8.05,1.223
4.03,K2III       ,8.75,1.229
2.55,K1/K2III    ,8.24,1.494
2.43,B8/B9III    ,8.09,-0.02
10.03,F0/F2V      ,7.92,0.382
2.67,G8II/III    ,8.68,1.111
18.91,F7V         ,7.82,0.513
3.43,G8II/III    ,8.36,1.097
10.25,F5IV        ,8.39,0.469
2.41,K5III       ,6.87,1.499
3.93,B9.5V       ,8.14,0.08
5.76,F5/F6V      ,8.68,0.51
5.12,A0V         ,9.72,0.065
5.35,G8III       ,6.61,0.932
4.1,K4III       ,7.66,1.298
7.03,A1m...      ,7.95,0.218
2.16,K3III       ,8.09,1.427
7.87,F3/F5V      ,8.71,0.444
14.62,G2IV        ,6.63,0.616
6.61,A4IV        ,7.52,0.226
7.42,F3IV        ,8.78,0.444
5.78,F5V         ,9.5,0.541
0.7,B0.5Ib      ,6.68,0.042
1.72,B5III       ,8.44,0.01
3.74,G8/K0III    ,7.97,1.157
0.24,B7Ia        ,6.09,0.325
12.69,F5IV/V      ,7.63,0.441
-0.27,B8II/III    ,9.76,0.159
9.99,F7V         ,8.59,0.518
60.51,M0Ve        ,9.48,1.396
3.54,M6III       ,6.61,1.324
3.06,F5V         ,8.76,0.456
9.41,G3V         ,8.98,0.66
1.87,K0III       ,8.41,1.289
7.16,F5IV:       ,9.25,0.48
4.24,G8/K0III    ,7.94,0.983
5.7,F0IV/V      ,9.46,0.41
5.36,F6V         ,9.35,0.54
0.15,G3Ib        ,7.63,1.242
11.65,K0V+...     ,8.62,0.662
3.58,F5IV/V      ,9.4,0.498
3.67,K3III       ,8.42,1.338
22.14,            ,10.77,1.079
6.68,F0IV        ,8.9,0.488
5.11,            ,10.8,1.174
0.96,B0.5Vne     ,8.16,0.273
10.54,F7/F8V      ,8.76,0.555
9.65,G0V         ,9.38,0.598
4.65,K0III       ,7.54,1.029
3.35,F0V         ,8.57,0.322
16.1,K2V         ,10.04,0.94
3.17,K5III       ,7.08,1.53
6.64,F5IV/V      ,8.92,0.523
0.42,B0IVvar     ,8.44,0.098
3.46,K1III       ,8.11,1.202
4.82,F5/F6IV/V   ,10.32,0.51
0.25,O7          ,8.11,-0.038
1.73,B7II        ,7.58,-0.09
7.09,F6/F7V      ,10.14,0.558
6.99,G8/K0III    ,7.32,0.876
5.29,K1III       ,7.65,1.122
-1.16,G8III       ,8.2,1.05
13.91,G0V         ,7.77,0.642
0.66,F7Ib        ,8.6,0.726
3.6,F7V         ,10.28,0.608
0.54,K0/K1III    ,9.02,1.079
3.4,F2/F3IV/V   ,10.13,0.426
4.05,A0V         ,7.2,-0.017
2.67,B6III       ,9.15,0.29
0.4,K2/K3III+.. ,8.89,1.28
9.43,F6V         ,7.45,0.506
24.72,F2V         ,6.03,0.382
1.98,WC...       ,9.18,0.206
12.41,G0IV        ,7.87,0.616
2.49,B7IV        ,6.65,-0.023
2.83,K0III       ,8.01,1.204
1.85,K3III       ,8.37,1.508
6.29,G6III/IV    ,6.94,0.928
4.03,B9Vn        ,7.11,-0.031
13.36,G1V         ,9,0.592
14.82,G6/G8V      ,9.52,0.686
8.68,G8/K0III    ,8.59,0.92
7.61,A4IVs       ,6.83,0.202
1.01,A3mA7-A9    ,9,0.185
3.22,K3III       ,8.44,1.34
5.25,G8III       ,7.25,1.014
4.81,G0/G1:IV/V+ ,7.11,0.69
12.79,F7/F8V      ,7.13,0.521
5.24,K0III       ,7.65,1.035
8.43,F5/F6V      ,8.45,0.505
1.45,B8V         ,8.6,-0.008
-0.21,M3III+...   ,7.49,1.234
10.2,G0V         ,7.86,0.612
11.16,F8/G0V      ,8.73,0.568
19.67,K7          ,11.51,1.3
1.69,F0V         ,9.68,0.33
0.39,K3II/IIICN. ,8.58,1.497
12.71,G0V         ,8.84,0.608
4.4,A2          ,9.37,0.298
9.72,F7/F8IV     ,8.76,0.513
2.47,K4III       ,8.59,1.386
9.87,A3V         ,6.97,0.098
14.48,F7V         ,8.35,0.505
9.14,G5V         ,9.37,0.619
2.62,F6IV/V      ,8.5,0.607
7.9,F0IV        ,8.52,0.323
20.48,G2V         ,7.2,0.605
1.2,G8III/IV    ,8.42,0.943
1.39,K3/K4III:   ,8.55,1.399
3.03,K2III       ,8.61,1.368
5.86,G8V         ,9.64,0.73
1.11,M0III       ,7.67,1.841
6.26,G2V         ,8.6,0.625
-0.12,B8III       ,7.98,0.01
2.15,F0IV        ,9.58,0.43
1.01,B7II        ,7.36,0.093
11.68,K0III       ,7.97,1.007
0.07,B8II/III    ,9.03,0.264
2.28,G8/K0III    ,8.74,1.088
0.24,B7V         ,9.93,-0.102
0.93,M3III       ,7.98,1.38
4.93,G8III       ,6.52,0.936
-0.8,B8/B9II     ,9.18,0.097
2.14,B7/B8II     ,7.89,-0.03
9.77,F2V         ,6.81,0.425
1.37,K2III       ,9.12,1.208
-0.45,K0III       ,8.83,1.008
2.52,B2IVnpe     ,5.7,-0.118
4.27,G6:III+...  ,8.23,0.705
21.97,K2V         ,9.13,0.861
0.67,F2II        ,7.8,0.467
2.71,M3III       ,7.16,1.589
1.63,K1III       ,8.6,1.197
11.42,A1m...      ,6.73,0.299
0.79,M1III       ,7.39,1.564
3.95,B9IV        ,7.72,0.108
1.22,A3Iab       ,8.2,0.826
4.21,G6IV/V      ,9.67,0.906
1.19,B8II        ,7.5,-0.06
4.8,G8III       ,8.5,0.935
4.11,K1III       ,7.04,1.29
3.8,F2IV        ,8.91,0.453
2.42,B5V         ,7.66,-0.079
0.75,M3III       ,8.6,1.5
1.76,G5/G6Ib     ,6.77,1.288
4.83,K0III       ,7.67,1.118
7.48,A5IV/V      ,7.3,0.21
18.28,G8V         ,8.41,0.773
2.82,A3V         ,8.69,0.192
10.41,G3V         ,9.46,0.617
5.28,F6/F7IV/V   ,9.85,0.504
2.71,K2/K3III    ,9.07,1.319
23.63,            ,10.2,1.17
1.47,K3III       ,8.75,1.429
12.6,            ,10.07,0.875
7.79,F0IV        ,9.43,0.293
4.4,K0III       ,8.01,1.064
2.98,K2III       ,8.43,1.264
4.15,G8Ib/II     ,5.86,1.075
24.3,K2V         ,9.13,0.874
14.21,K0III       ,4.84,0.981
32.79,K1V         ,8.21,0.908
1.92,K4III       ,8.01,1.506
19.09,G2V         ,7.23,0.627
1.86,K2/K3III    ,8.83,1.318
7.1,Ap...       ,8.78,0.457
0.77,G2II/III    ,8.83,0.765
5.38,K3III       ,5.82,1.279
1.57,M0II/III    ,8.38,1.49
7.81,A1m A5-F0   ,6.87,0.2
5.95,F5IV        ,9.42,0.489
13.3,G5IV/V      ,8.43,0.788
8.14,F3V         ,8.88,0.414
2.17,K7V         ,9.04,1.635
-0.86,K2III       ,9.06,1.534
4.28,Ap...       ,8.9,0.239
15.94,            ,10.36,0.949
0.07,K2III       ,8.54,1.547
3.08,K0III       ,8.56,1.029
2.9,A2IV        ,8.84,0.143
5.56,F6IV/V      ,8.1,0.5
1.72,K2/K3III    ,8.33,1.384
14.85,A3IV        ,5.3,0.195
6.77,K0III       ,6.19,0.973
4.74,A1m...      ,8.64,0.326
4.89,K0IV        ,7.45,1.056
4.55,G8III       ,7.58,1.007
17.91,G8/K0V      ,9.69,0.824
1.37,B1.5III     ,5.96,-0.092
3.45,B8/B9III    ,8.03,-0.05
3.14,B2.5IV      ,6.59,-0.134
12.5,F5IV/V      ,6.81,0.471
3.93,A2V         ,7.51,0.07
7.13,K2III       ,8.31,1.279
2.79,A5          ,9.45,0.351
0.97,B8III       ,6.82,0.019
3.54,A0V         ,7.94,0.039
5.77,G6II/III    ,6.3,0.857
12.06,G3V         ,9.39,0.656
3.88,G6/G8IV     ,9.13,0.924
7.41,F0V         ,8.89,0.398
1.1,B3III       ,6.16,-0.167
        ,K3V         ,9.53,        
4.11,K5Ib-II     ,6.34,1.517
33.82,K3/K4V      ,8.79,1.096
9.44,F5V         ,8.84,0.463
3.39,G4          ,8.88,1.107
2.63,A0V         ,7.9,0.12
0.28,M1III       ,9.05,1.561
1.64,K3III       ,8.58,1.438
8.97,G2          ,10.07,0.647
0.65,K2          ,8.97,1.35
0.04,A2Ia        ,6.9,0.947
0.54,B9II/III    ,9.99,0.252
7.75,A0V         ,7.89,0.058
12.02,B9V         ,5.57,-0.024
9.8,G2V         ,8.67,0.689
        ,            ,9.77,        
7.09,K1III       ,7.23,1.17
2.04,K0          ,9.24,1.272
4.36,F2V         ,9.35,0.38
2.18,K4II        ,6.55,1.535
3.79,K0III       ,7.2,1.054
3.15,M0III       ,7.34,1.496
20.05,F8Vw...     ,7.75,0.557
1.55,M5III       ,8.14,1.472
0.93,WN5         ,10.64,0.49
49.18,K0V         ,7.22,0.775
8.82,A5III       ,5.61,0.137
-0.41,F4II        ,8.32,0.72
4.74,M0III       ,5.91,1.592
14.58,F7V         ,8.74,0.527
5.63,G5/G6V:     ,9.74,0.636
7.63,F7IV/V      ,8.55,0.528
3.9,G8III/IV    ,8.46,1.028
0.85,K2III       ,7.92,1.156
-0.37,A0IV        ,8.54,0.08
1.19,F8/G0Ib     ,6.54,0.931
6,A3m...      ,6.17,0.215
4.69,C0ev        ,10.15,2.1
3.69,A0V         ,9.42,0.099
4.07,K0III       ,7.81,1.082
3.32,K2/K3III:   ,9.15,1.451
2.66,A1/A2V      ,9.75,0.172
6.51,A3V         ,7.89,0.3
0.11,B6II/III    ,9.01,-0.007
14.79,F0Vn        ,6.22,0.212
3.04,K1III       ,9.6,1.243
-0.05,B8/B9IV     ,9.74,0.215
3.38,K5III       ,6.69,1.58
10.42,G0/G1       ,8.48,0.536
2.81,A2V         ,9.99,0.1
1.79,K1/K2III    ,8.48,1.311
2.78,K0          ,8.7,1.002
5.81,M0III       ,6.5,1.504
13.22,F2V         ,7.82,0.448
3.56,G6III       ,8.35,0.963
0.36,Gp          ,10.28,1.43
4.68,F0/F2IV     ,7.47,0.364
1.22,B8V         ,7.57,0.015
0.06,M1II        ,7.75,1.871
9.76,A9/F0V      ,7.44,0.406
1.99,K2III       ,7.95,1.222
20.12,G2V         ,7.59,0.586
6.85,F2V         ,8.76,0.393
2.96,A8III       ,6.43,0.288
        ,G4V-VI      ,11.7,0.48
6.18,K0III       ,7.76,1.015
        ,            ,12.27,        
6.98,G0V         ,8.49,0.61
-2.9,M4III       ,8.27,1.607
3.72,F2II        ,9.3,0.456
3.11,K3III       ,6.75,1.584
6.53,F0/F2III    ,7.8,0.283
9.3,F5V         ,9.43,0.466
1.59,B8/B9III    ,9.39,0.06
1.59,B9.5V       ,9.17,-0.004
0.66,B0.5Ib      ,7.21,0.042
2.06,B4/B5IV     ,9.42,0.51
3.14,B8/B9V      ,8.24,-0.078
14.36,G2V         ,8.59,0.616
3.16,A1IV        ,8.76,0.032
2.12,B1.5III     ,9.3,0.095
1.38,B8/B9II     ,9.31,-0.05
2.52,K1III       ,8.64,1.064
0.05,M2III       ,8.42,1.598
8.4,G2V         ,8.82,0.642
4.09,B9IV/V      ,7.8,0.017
3.68,A0IV/V      ,9.59,0.1
-0.51,K2II/III    ,7.07,1.42
4.81,K0III       ,7.42,1
5.48,G8III       ,6.63,0.879
3.3,M4/M5III    ,6.76,1.591
3.47,F6IV/V      ,8.96,0.645
8.14,F7V         ,8.71,0.578
3.92,B8/B9Vp...  ,8.68,0.068
0.94,B9IV        ,7.77,-0.03
3.44,G8III       ,8.26,0.944
48.81,F9V         ,5.31,0.665
2.43,A5V         ,7.82,0.182
7.19,G8IV        ,8.95,0.987
3.7,G8III       ,8.05,1.086
5.06,K3III       ,7.72,1.582
3.94,K0III       ,8.65,1.136
6.33,F5V         ,9.32,0.454
2.53,K3III       ,8.81,1.494
3.57,G8III       ,8.33,0.931
10.13,G5V         ,9.51,0.71
3.97,A7IV        ,8.48,0.286
1.91,K0III       ,8.82,0.931
5.8,A7IV        ,7.71,0.233
23.26,A7IV        ,4.63,0.252
5.5,F2V         ,8.89,0.343
42.59,K7V         ,9.52,1.185
5.21,A1V         ,8.79,0.151
7.28,F8V         ,9.14,0.585
19.52,G2V         ,8.11,0.593
45.99,Fp          ,12.05,        
0.06,K0/K1III    ,9.05,0.944
3.53,K1III       ,8.33,1.216
4.25,K1/K2III    ,8.58,1.28
9.85,F0V         ,7.63,0.389
15.22,G5V         ,9.19,0.656
7.71,A1V         ,7.87,0.134
3.19,K5/M0III    ,8.13,1.633
-0.97,B8III       ,8.99,0.054
18.16,G3V         ,8.65,0.659
3.93,F5V         ,8.88,0.498
0.35,B8II/III    ,9.02,0.123
2.48,K3/K4III    ,7.83,1.59
2.13,G8Ib        ,6.09,1.459
1.85,B5:III:     ,10.43,0.15
26.14,M0          ,12.3,        
4.32,M2III:      ,8.88,1.523
5.09,F5IV/V      ,7.66,0.523
2,B6/B7IV     ,7.94,-0.004
3.58,A0V         ,9.28,0.137
1.12,G5II        ,8.68,1.198
6.26,G8/K0IV     ,8.81,0.946
2.81,A0V         ,6.97,-0.023
1.81,K2III       ,7.83,1.296
5.89,F5V         ,8.27,0.506
9.07,F5/F6V      ,8.11,0.489
1.2,G3/G5III    ,7.63,1.074
4.63,F6V         ,9.03,0.493
2.45,B9III/IV    ,8.75,-0.013
3.43,K7          ,10.62,1.33
-0.21,K5III       ,8.6,1.621
1.87,B9IV/V      ,8.89,-0.017
-1.01,WN8         ,8.26,0.274
12.61,G2V         ,8.85,0.611
6.43,A5V         ,7.44,0.175
4.99,G0IV        ,9.11,0.577
3.32,C5II        ,6.85,2.45
17.28,G8IV/V      ,8.78,0.738
2.99,K1III       ,8.97,1.136
11.25,F3V         ,8.07,0.443
0.66,B8III       ,7.75,-0.023
3.44,K1III       ,9.49,0.986
4.51,B5IV        ,5.73,-0.097
0.74,M3Iab/Ib    ,7.28,1.726
-2.42,B8/B9II     ,9.35,-0.004
0.01,B9IV        ,9.46,0.107
25.15,K0V         ,8.14,0.817
3.36,G6III/IV    ,7.76,0.927
15.31,G5          ,10.01,0.744
1.41,B9V         ,8.28,-0.028
21.75,K0V         ,9.11,0.835
15.87,G2V         ,8.88,0.63
10.24,K1III/IV    ,8.67,1.025
52.56,K7V         ,8.77,1.322
16.85,G6IV/V      ,9.26,0.831
14.75,F5V         ,8.18,0.559
2.27,B8II        ,7.37,0.017
1.5,K1/K2III    ,9.24,1.198
3.97,K5III       ,5.42,1.664
2.47,B8Ib        ,8.32,0.017
7.9,G6II/III    ,6.41,0.888
6.55,B9V         ,6.86,0.1
1.1,B2/B3III/IV ,8.85,0.031
3.15,K4/K5IV     ,8.37,1.162
7.11,F5V         ,8.97,0.491
1.88,G6/G8IV     ,9.47,0.981
17.76,M0          ,11.56,1.61
2.28,B8II        ,9.18,0.001
4.36,G8III       ,8.13,1.003
13.92,F7V         ,8.95,0.549
1.9,G8/K0III+.. ,6.84,0.861
9.54,B9V         ,5.38,-0.098
2,G6III       ,7.77,0.957
4.46,A1V         ,8.16,0.078
6.67,F5V         ,9.64,0.526
0.13,M0III       ,8.77,1.616
3.11,M3III       ,7.85,1.523
0.51,G8III       ,8.1,1.048
23.18,K0V         ,8.19,0.74
6.37,A9V         ,8.6,0.326
9.42,F7V         ,9.01,0.512
1.73,M4III       ,8.21,1.607
3.16,B9V         ,8.87,0.016
2.3,A1V         ,8.98,0.068
2.88,G0          ,8.23,0.82
15.34,F7V         ,8.02,0.508
4.13,K0III       ,7.31,1.093
0.6,B6V         ,7.51,-0.029
9.35,F5V         ,8.9,0.433
7.31,G8III/IV    ,7.94,0.921
0.53,K0III       ,8.52,1.098
2.98,G8III       ,8.98,0.966
-0.12,A0/A1III    ,9.23,0.093
2.43,B9V         ,7.87,-0.001
19.18,G6/G8IV/V   ,8.82,0.767
3.83,F5IV/V      ,8.66,0.482
-0.01,A6Ia        ,4.65,0.474
0.62,K3III       ,8.06,1.41
1.54,B5III       ,7.81,-0.117
9.11,F5V         ,7.93,0.471
4.14,G8III       ,8.42,1.005
4.55,B8III       ,5.59,-0.102
3.42,K1/K2III    ,7.72,1.345
10.54,F0V         ,6.54,0.308
4.47,K3III       ,7.96,1.22
5.08,A1V         ,8.38,0.065
0.14,K1III       ,7.52,1.271
2.86,G8III       ,7.73,0.909
3.04,G1V         ,9.03,0.64
1.77,F0V         ,9.11,0.401
2.64,G5Ib        ,6,1.138
1.67,K4III       ,8.57,1.551
1.12,G0:V+...    ,8.45,0.775
1.35,B4III       ,7.57,-0.081
0.1,B9.5III/IV  ,9.27,0.117
4.58,A1m...      ,8.77,0.361
0.28,Gp          ,11.61,1.18
0,F2II        ,8.26,0.681
1.04,F5V         ,10,0.527
2.04,F7/F8II     ,7.82,0.918
26.72,G8V         ,8.36,0.756
1.04,K2II/III    ,8.64,1.17
1.69,K0/K1III    ,8.54,1.233
3.97,A0V         ,8.04,-0.008
2.33,B9II        ,7.57,0.067
0.26,B3Ia        ,7.07,0.468
3.57,G6III       ,8.14,0.898
2.06,B5V         ,8.85,-0.126
3.56,K0/K1III    ,8,1.138
5.95,F3V         ,8.97,0.472
4.91,K1IICNp...  ,7.29,1.123
13.29,            ,10.27,0.855
3.27,G8/K0III+.. ,8.69,0.862
4.2,            ,9.82,0.87
3.45,G8III       ,8.45,0.964
5.77,K1III       ,8.22,1.331
4.7,F0IV        ,9.01,0.313
0.66,G5          ,8.84,1.258
1.13,F8Ib/II     ,7.67,0.92
3.53,B4/B5III    ,7.14,-0.057
2.97,G8II        ,6.32,1.037
4.05,K2III       ,8.61,1.357
16.25,G1V         ,7.69,0.612
11.68,G5V         ,9.38,0.755
3.65,K0III       ,7.67,0.979
5.28,K0/K1III    ,7.01,1.114
3.71,M5III       ,7.18,1.473
1.28,            ,10.9,0.446
0.73,B9IV        ,8.4,0.101
72.75,K0V         ,7.53,0.815
2,K1III       ,7.97,1.1
0.99,K0III       ,8.55,1.075
4.09,F5/F6V      ,9.12,0.527
1.28,F7Iab/Ib    ,7.74,1.24
3.46,B9/B9.5V    ,7.08,-0.02
5.3,K2III       ,7.81,1.486
3.19,K1III       ,8.31,1.143
2.53,K0III       ,8.95,1.023
6.04,F5/F6V      ,9.48,0.496
2.37,K3/K4II     ,4.45,1.604
9.14,F3V         ,9.04,0.439
8.12,F5IV/V      ,7.99,0.481
86.76,K7V         ,8.98,1.386
1.48,G6w...      ,8.99,0.885
-0.34,B0Ib        ,7.32,0.462
5.4,G8III       ,7.44,0.975
2.46,K0III       ,8.32,1.096
-0.41,K5          ,9.21,1.651
79.71,M           ,11.66,1.49
5.71,Fm...       ,8.24,0.425
2.48,F5II        ,9.07,0.825
13.22,F5V         ,7.98,0.491
2.45,B7/B8IV/V   ,8.81,-0.017
14.38,A3V         ,6.34,0.208
8.03,G8III       ,5.97,0.912
1.45,G5          ,9.26,0.907
1.29,F8/G0III    ,9.24,0.805
6.08,M1III       ,4.34,1.602
1.88,M1/M2III    ,8.11,1.627
11.55,F2V         ,7.16,0.417
2.8,B9IV        ,9.06,0.053
1.28,G8III       ,7.57,1.04
1.37,K2          ,9.15,1.379
7.98,F2V         ,9.34,0.367
5.15,F7V         ,8.62,0.563
1.3,G1/G2II     ,8.97,0.856
1.96,G8/K0III/IV ,9.64,0.962
2.34,K0III       ,9.07,1
7.21,A1V         ,6.36,0.057
9.12,K0III       ,5.74,0.987
0.93,G5/G6Ib/II  ,8.26,1.313
-0.15,G8/K0II/III ,8.93,1
10.45,G5IV/V      ,10.13,0.643
2.94,F3IV        ,8.02,0.466
4.18,K3/K4III    ,6.41,1.404
1.44,F3II        ,7.58,0.566
6.02,F3V         ,8.99,0.411
9.1,G3/G5V      ,10.05,0.643
10.9,G2V         ,9.69,0.573
1,G6/G8III    ,8.27,0.962
1.59,B2V         ,9.89,0.092
9.93,G5V         ,9.18,0.66
10.56,A1V         ,6.16,-0.004
-9.49,            ,11.02,0.571
12.97,G6IV/V      ,9.29,0.745
8.27,F5V         ,8.96,0.45
0.85,B8III/IV    ,9.66,0.352
7.21,F3V         ,7.68,0.405
2.81,G6/G8IV/V   ,9.1,0.872
5.36,K2III       ,8.85,1.287
4.4,A1/A2V      ,6.64,0.023
4.25,K0IV        ,9.08,0.976
7.77,F6IV/V      ,8.27,0.517
2.59,M3III       ,8.89,1.467
15.59,G1V         ,8.7,0.604
20.29,G6V         ,8.53,0.705
2.01,B8V         ,7.41,0.044
9.16,F6V         ,8.24,0.509
17.39,G3V         ,8.54,0.654
3.22,Ap...       ,8.65,0.092
7.14,F2IV/V      ,9.22,0.473
85.83,F7V         ,4.71,0.526
27.46,K1V         ,9.04,0.891
18.59,K1V         ,9.31,0.627
26.94,K0V         ,8.61,0.7
1.18,M1II        ,6.29,1.673
4.2,G6/G8III    ,6.61,0.974
13.57,A0IV        ,4.36,0.024
4.37,A2m...      ,9.07,0.28
2.15,G8/K0II/III ,8.62,1.25
0.64,O9:         ,8.42,-0.052
3.12,K2III       ,8.29,1.187
5.02,A0IV        ,7.68,0.1
10.68,F8          ,9.53,0.487
2.97,F0IV        ,8.44,0.291
3.53,M1III       ,7.61,1.576
2.88,K2IIICN...  ,7.89,1.191
12.34,G5IV        ,8.55,0.72
0.23,B3V         ,8.57,0.008
24.54,K2V         ,9.43,0.907
0.03,A4II/III    ,7.24,0.415
8.55,F6V         ,8.65,0.51
8.67,F2V         ,8.74,0.41
12.88,G3IV        ,9.28,0.65
8.22,A1/A2IV/V   ,7.65,0.166
12.31,F0IV        ,7.53,0.403
9.34,F5V         ,8.95,0.485
8.03,G3V         ,8.89,0.666
16.76,F5V         ,7.03,0.465
12.07,G1V         ,8.56,0.638
1.51,K1IIICN...  ,8.74,1.178
